index,title,random_sentence,url,categories
32,Desaguadero,"La frontière entre le Pérou et la Bolivie suit le Río Desaguadero, si bien que la ville est partagée entre les deux pays.",fr.wikipedia.org/wiki/Desaguadero,"Catégorie:Article géolocalisé en Bolivie, Catégorie:Article géolocalisé sur Terre, Catégorie:Article utilisant une Infobox, Catégorie:Page avec coordonnées similaires sur Wikidata, Catégorie:Page avec des cartes, Catégorie:Portail:Amérique/Articles liés, Catégorie:Portail:Amérique du Sud/Articles liés, Catégorie:Portail:Bolivie/Articles liés, Catégorie:Ville en Bolivie, Catégorie:Ville frontière, Catégorie:Wikipédia:ébauche localité bolivienne"
33,Avance d'argent,L'avance d'argent est un montant payé par une partie à une autre avant tout commencement d'exécution d'une convention écrite ou verbale.,fr.wikipedia.org/wiki/Avance_d%27argent,"Catégorie:Article manquant de références/Liste complète, Catégorie:Article manquant de références depuis juin 2016, Catégorie:Contrat, Catégorie:Document commercial, Catégorie:Portail:Commerce/Articles liés, Catégorie:Portail:Droit/Articles liés, Catégorie:Portail:Finance/Articles liés, Catégorie:Portail:Société/Articles liés, Catégorie:Portail:Économie/Articles liés, Catégorie:Wikipédia:ébauche droit, Catégorie:Wikipédia:ébauche finance"
34,Organisation régionale de la protection des végétaux,"le Comité de protection des plantes du Cône Sud (COSAVE, Comité Regional de Sanidad Vegetal para el Cono Sur)",fr.wikipedia.org/wiki/Organisation_r%C3%A9gionale_de_la_protection_des_v%C3%A9g%C3%A9taux,"Catégorie:Organisation régionale de la protection des végétaux, Catégorie:Portail:Agriculture et agronomie/Articles liés, Catégorie:Portail:Biologie/Articles liés, Catégorie:Portail:Protection des cultures/Articles liés, Catégorie:Portail:Relations internationales/Articles liés, Catégorie:Projet:Biologie/Pages liées, Catégorie:Wikipédia:ébauche agriculture, Catégorie:Wikipédia:ébauche relations internationales"
35,Syndrome d'irradiation aiguë,L'accumulation d'hexafluorure d'uranium dans une pompe à vide devient critique et soumet un employé à 2 Sv.,fr.wikipedia.org/wiki/Syndrome_d%27irradiation_aigu%C3%AB,"Catégorie:Accident nucléaire, Catégorie:Article contenant un lien mort, Catégorie:Article de qualité, Catégorie:Article à référence nécessaire, Catégorie:Médecine nucléaire, Catégorie:Portail:Biologie/Articles liés, Catégorie:Portail:Hématologie/Articles liés, Catégorie:Portail:Médecine/Articles liés, Catégorie:Portail:Nucléaire/Articles liés, Catégorie:Portail:Physique/Articles liés, Catégorie:Portail:Sciences/Articles liés, Catégorie:Portail:Technologies/Articles liés, Catégorie:Projet:Biologie/Pages liées, Catégorie:Radiobiologie, Catégorie:Syndrome en dermatologie, Catégorie:Syndrome en hématologie, Catégorie:Sécurité civile, Catégorie:Urgence médicale"
36,Famille de Rémerville,"Joseph-François de Rémerville de Saint-Quentin, auteur en 1690 de ce que l'on appelle le ""Nobiliaire"" de la ville d'Apt.",fr.wikipedia.org/wiki/Famille_de_R%C3%A9merville,"Catégorie:Famille de Rémerville, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:France/Articles liés, Catégorie:Portail:Généalogie/Articles liés, Catégorie:Portail:Occitanie/Articles liés, Catégorie:Portail:Provence/Articles liés, Catégorie:Wikipédia:ébauche histoire"
37,Pyrophobie,"Pour traiter ce genre de phobie, la psychothérapie cognitive et comportementale peut être une solution.",fr.wikipedia.org/wiki/Pyrophobie,"Catégorie:Feu, Catégorie:Phobie, Catégorie:Portail:Biologie/Articles liés, Catégorie:Portail:Médecine/Articles liés, Catégorie:Portail:Psychologie/Articles liés, Catégorie:Portail:Sciences/Articles liés, Catégorie:Portail:Sciences humaines et sociales/Articles liés, Catégorie:Wikipédia:ébauche psychologie"
38,Giovanni Caracciolo,"Giovanni Caracciolo fit arrêter en 1416 Jacques II de Bourbon, mari de la reine, et le força à fuir.",fr.wikipedia.org/wiki/Giovanni_Caracciolo,"Catégorie:Article avec une section vide ou incomplète, Catégorie:Article de Wikipédia avec notice d'autorité, Catégorie:Article partiellement issu du Dictionnaire universel d'histoire et de géographie Bouillet, Catégorie:Article utilisant l'infobox Biographie2, Catégorie:Article utilisant l'infobox Biographie2 avec la charte personnalité politique, Catégorie:Article utilisant une Infobox, Catégorie:Date de naissance non renseignée (XIVe siècle), Catégorie:Décès en août 1432, Catégorie:Histoire de Naples, Catégorie:Histoire de l'Italie médiévale, Catégorie:Mort assassiné en Italie, Catégorie:Naissance à Naples, Catégorie:Page pointant vers des bases externes, Catégorie:Page pointant vers des dictionnaires ou encyclopédies généralistes, Catégorie:Page utilisant P106, Catégorie:Page utilisant P119, Catégorie:Page utilisant P1296, Catégorie:Page utilisant P1417, Catégorie:Page utilisant P1449, Catégorie:Page utilisant P18, Catégorie:Page utilisant P19, Catégorie:Page utilisant P1986, Catégorie:Page utilisant P20, Catégorie:Page utilisant P22, Catégorie:Page utilisant P25, Catégorie:Page utilisant P3365, Catégorie:Page utilisant P40, Catégorie:Page utilisant P4223, Catégorie:Page utilisant P53, Catégorie:Page utilisant P569, Catégorie:Page utilisant P570, Catégorie:Page utilisant P6706, Catégorie:Page utilisant P94, Catégorie:Page utilisant des données de Wikidata à traduire de l'anglais, Catégorie:Page utilisant un modèle Bases inactif, Catégorie:Personnalité politique italienne du XVe siècle, Catégorie:Portail:Biographie/Articles liés/Politique, Catégorie:Portail:Campanie/Articles liés, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:Histoire/Articles liés, Catégorie:Portail:Italie/Articles liés, Catégorie:Portail:Moyen Âge/Articles liés, Catégorie:Portail:Moyen Âge tardif/Articles liés, Catégorie:Portail:Naples/Articles liés, Catégorie:Wikipédia:Article biographique, Catégorie:Wikipédia:ébauche Moyen Âge, Catégorie:Wikipédia:ébauche Naples, Catégorie:Wikipédia:ébauche histoire"
39,Chambre des notaires du Québec,"La Chambre des notaires du Québec est l'ordre professionnel responsable de réguler la profession de notaire dans la province de Québec, au Canada.",fr.wikipedia.org/wiki/Chambre_des_notaires_du_Qu%C3%A9bec,"Catégorie:Association ou organisme lié au droit au Québec, Catégorie:Ordre professionnel au Québec, Catégorie:Portail:Amérique/Articles liés, Catégorie:Portail:Amérique du Nord/Articles liés, Catégorie:Portail:Canada/Articles liés, Catégorie:Portail:Droit/Articles liés, Catégorie:Portail:Québec/Articles liés, Catégorie:Portail:Société/Articles liés, Catégorie:Wikipédia:ébauche Québec, Catégorie:Wikipédia:ébauche droit"
41,Theodosiopolis,"Theodosiopolis en Ionie, fut le nom de la cité antique d'Evaza dans la région d'Éphèse, située aujourd'hui en Turquie ;",fr.wikipedia.org/wiki/Theodosiopolis,"Catégorie:Article contenant un appel à traduction en anglais, Catégorie:Article contenant un appel à traduction en turc, Catégorie:Homonymie, Catégorie:Homonymie de localités, Catégorie:Liste de villes, Catégorie:Page d'homonymie"
42,Philosophie,"Plus précisément, les philosophies bouddhistes ne perdent jamais de vue les préoccupations sotériologiques.",fr.wikipedia.org/wiki/Philosophie,"Catégorie:Article avec section à recycler, Catégorie:Article avec une section vide ou incomplète, Catégorie:Article contenant un appel à traduction en anglais, Catégorie:Article contenant un lien mort, Catégorie:Article de Wikipédia avec notice d'autorité, Catégorie:Article de qualité en allemand, Catégorie:Article de qualité en anglais, Catégorie:Article de qualité en croate, Catégorie:Article de qualité en islandais, Catégorie:Article de qualité en ouzbek, Catégorie:Article de qualité en sanskrit, Catégorie:Article de qualité en volapük, Catégorie:Article utilisant l'infobox Discipline, Catégorie:Article utilisant une Infobox, Catégorie:Article à référence nécessaire, Catégorie:Bon article en yoruba, Catégorie:Catégorie Commons avec lien local identique sur Wikidata, Catégorie:Page pointant vers des bases externes, Catégorie:Page pointant vers des bases relatives à la recherche, Catégorie:Page pointant vers des bases relatives à la santé, Catégorie:Page pointant vers des dictionnaires ou encyclopédies généralistes, Catégorie:Page utilisant P1417, Catégorie:Page utilisant P18, Catégorie:Page utilisant P2184, Catégorie:Page utilisant P2578, Catégorie:Page utilisant P279, Catégorie:Page utilisant P3095, Catégorie:Page utilisant P3123, Catégorie:Page utilisant P3219, Catégorie:Page utilisant P3222, Catégorie:Page utilisant P3365, Catégorie:Page utilisant P4223, Catégorie:Page utilisant P4342, Catégorie:Page utilisant P486, Catégorie:Page utilisant P527, Catégorie:Page utilisant P6058, Catégorie:Page utilisant P8313, Catégorie:Page utilisant une frise chronologique, Catégorie:Philosophie, Catégorie:Portail:Philosophie/Articles liés, Catégorie:Portail:Philosophie analytique/Articles liés, Catégorie:Portail:Sciences humaines et sociales/Articles liés, Catégorie:Portail:Société/Articles liés, Catégorie:Éponyme d'un objet céleste"
43,Voie romaine Bavay-Velzeke,"Une grande partie de la voie antique est toujours praticable et accessible, le plus souvent recouverte d'asphalte.",fr.wikipedia.org/wiki/Voie_romaine_Bavay-Velzeke,"Catégorie:Article utilisant une Infobox, Catégorie:Portail:Archéologie/Articles liés, Catégorie:Portail:Belgique/Articles liés, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:Géographie/Articles liés, Catégorie:Portail:Histoire/Articles liés, Catégorie:Portail:Italie/Articles liés, Catégorie:Portail:Monde antique/Articles liés, Catégorie:Portail:Rome antique/Articles liés, Catégorie:Portail:Route/Articles liés, Catégorie:Portail:Sciences/Articles liés, Catégorie:Portail:Sciences humaines et sociales/Articles liés, Catégorie:Portail:Transports/Articles liés, Catégorie:Portail:Wallonie/Articles liés, Catégorie:Voie romaine en Belgique, Catégorie:Voie romaine en France, Catégorie:Wikipédia:ébauche Belgique, Catégorie:Wikipédia:ébauche Rome antique, Catégorie:Wikipédia:ébauche géographie, Catégorie:Zottegem"
45,Bouchon de champagne,"Christian Jeanne, Découvrir le champagne et sortir de sa bulle °°°, Lulu.com, 2012 (ISBN 978-1-291-13962-4, lire en ligne), p.",fr.wikipedia.org/wiki/Bouchon_de_champagne,"Catégorie:Accessoire à bière, Catégorie:Collection, Catégorie:Conditionnement et stockage du vin, Catégorie:Emballage alimentaire, Catégorie:Fermeture de récipient, Catégorie:Liège (matériau), Catégorie:Portail:Alcool/Articles liés, Catégorie:Portail:Alimentation et gastronomie/Articles liés, Catégorie:Portail:Boisson/Articles liés, Catégorie:Portail:Botanique/Articles liés, Catégorie:Portail:Champagne-Ardenne/Articles liés, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:France/Articles liés, Catégorie:Portail:Grand Est/Articles liés, Catégorie:Portail:Psychotrope/Articles liés, Catégorie:Portail:Vigne et vin/Articles liés, Catégorie:Support publicitaire, Catégorie:Vignoble de Champagne"
46,Expropriation,Le terme d'expropriation est également utilisé par certains mouvements révolutionnaires pour désigner :,fr.wikipedia.org/wiki/Expropriation,"Catégorie:Action directe (théorie politique), Catégorie:Droit de propriété, Catégorie:Droit des biens, Catégorie:Portail:Droit/Articles liés, Catégorie:Portail:Société/Articles liés, Catégorie:Wikipédia:ébauche droit"
47,Diplôme de mention complémentaire,"Une mention complémentaire (MC) est un diplôme professionnel français se préparant après un CAP, un BEP ou un baccalauréat professionnel.",fr.wikipedia.org/wiki/Dipl%C3%B4me_de_mention_compl%C3%A9mentaire,"Catégorie:Article utilisant une Infobox, Catégorie:Diplôme national de l'enseignement secondaire français, Catégorie:Enseignement professionnel, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:France/Articles liés, Catégorie:Portail:Société/Articles liés, Catégorie:Portail:Éducation/Articles liés, Catégorie:Wikipédia:ébauche éducation"
48,Matrilocalité,"En conséquence directe, la propriété est transmise de génération en génération, et dans l'ensemble, reste en grande partie non divisée.",fr.wikipedia.org/wiki/Matrilocalit%C3%A9,"Catégorie:Anthropologie sociale et culturelle, Catégorie:Article avec source à lier, Catégorie:Article à référence nécessaire, Catégorie:Mariage, Catégorie:Matriarcat, Catégorie:Portail:Anthropologie/Articles liés, Catégorie:Portail:Femmes/Articles liés, Catégorie:Portail:Sciences humaines et sociales/Articles liés, Catégorie:Portail:Société/Articles liés, Catégorie:Sociologie de la famille"
49,Force athlétique aux Jeux mondiaux de 2013,Les épreuves de force athlétique des Jeux mondiaux de 2013 ont lieu du 29 juillet au 1er août 2013 à Cali (Colombie).,fr.wikipedia.org/wiki/Force_athl%C3%A9tique_aux_Jeux_mondiaux_de_2013,"Catégorie:Article avec une section vide ou incomplète, Catégorie:Article contenant un appel à traduction en anglais, Catégorie:Article contenant un appel à traduction en luxembourgeois, Catégorie:Article contenant un appel à traduction en norvégien, Catégorie:Article contenant un appel à traduction en russe, Catégorie:Article utilisant une Infobox, Catégorie:Force athlétique aux Jeux mondiaux, Catégorie:Jeux mondiaux de 2013, Catégorie:Portail:Amérique/Articles liés, Catégorie:Portail:Amérique du Sud/Articles liés, Catégorie:Portail:Années 2010/Articles liés, Catégorie:Portail:Colombie/Articles liés, Catégorie:Portail:XXIe siècle/Articles liés, Catégorie:Portail:Époque contemporaine/Articles liés, Catégorie:Wikipédia:ébauche sport"
50,Grainothèque,"Dans un esprit de partage et d'échange libre, des lieux associatifs dont notamment certaines bibliothèques, proposent des grainothèques,.",fr.wikipedia.org/wiki/Grainoth%C3%A8que,"Catégorie:Bibliothèque, Catégorie:Conservation de la nature ex-situ, Catégorie:Portail:Biologie/Articles liés, Catégorie:Portail:Botanique/Articles liés, Catégorie:Portail:Environnement/Articles liés, Catégorie:Projet:Biologie/Pages liées"
51,Château de Badia,"Cependant, avec son successeur Ranieri di Toscana (it), la propriété du château fut confirmée aux moines, qui le conservèrent jusqu'au XVe siècle.",fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Badia,"Catégorie:Architecture militaire de la province de Sienne, Catégorie:Article contenant un appel à traduction en italien, Catégorie:Article de Wikipédia avec notice d'autorité, Catégorie:Article géolocalisé en Italie, Catégorie:Article utilisant le modèle Dictionnaires inactif, Catégorie:Article utilisant une Infobox, Catégorie:Catégorie Commons avec lien local différent sur Wikidata, Catégorie:Château de la province de Sienne, Catégorie:Page avec coordonnées similaires sur Wikidata, Catégorie:Page avec des cartes, Catégorie:Page utilisant un modèle Bases inactif, Catégorie:Poggibonsi, Catégorie:Portail:Architecture et urbanisme/Articles liés, Catégorie:Portail:Châteaux/Articles liés, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:Histoire/Articles liés, Catégorie:Portail:Histoire militaire/Articles liés, Catégorie:Portail:Italie/Articles liés, Catégorie:Portail:Toscane/Articles liés, Catégorie:Wikipédia:ébauche Toscane, Catégorie:Wikipédia:ébauche architecture"
