index,title,sentence,simplified,url,categories,simplification_type,avg_rating_original,avg_rating_simplified
93,Caractéristiques des constellations,"Purement imaginaires, elles n'en sont pas moins indispensables pour l'étude de notre « banlieue galactique » la plus proche, jusqu'à 20 années lumière environ.","Purement imaginaires, elles restent indispensables pour l'étude de notre « banlieue galactique » la plus proche, jusqu'à 20 années lumière environ.",fr.wikipedia.org/wiki/Caract%C3%A9ristiques_des_constellations,"Constellation, Portail:Astronomie/Articles liés, Portail:Sciences/Articles liés, Portail:Sciences de la Terre et de l'Univers/Articles liés, Wikipédia:ébauche astronomie",Propositions positives au lieu de négatives,3.4,2.4
94,Royaume toupouri de Doré,"Il n'existe plus aujourd'hui en tant qu'entité politique indépendante, mais seulement comme chefferie traditionnelle en relation avec les autorités administratives tchadiennes modernes.",Il était une entité politique indépendante. Aujourd'hui c'est une chefferie traditionnelle en relation avec les autorités administratives tchadiennes modernes.,fr.wikipedia.org/wiki/Royaume_toupouri_de_Dor%C3%A9,"Ancien royaume en Afrique, Article utilisant l'infobox Organisation, Article utilisant une Infobox, Article à illustrer Organisation, Histoire du Tchad, Page géolocalisable sans coordonnées paramétrées, Page utilisant P31, Politique au Tchad, Portail:Afrique/Articles liés, Portail:Tchad/Articles liés, Wikipédia:ébauche Tchad, Wikipédia:ébauche histoire, Wikipédia:ébauche politique",Propositions positives au lieu de négatives,4.0,2.0
95,Médaille d'argent,Une médaille d'argent est une récompense attribuée aux sportifs qui obtiennent la deuxième place dans certaines grandes compétitions.,Une médaille d'argent récompense les sportifs à la deuxième place dans certaines grandes compétitions.,fr.wikipedia.org/wiki/M%C3%A9daille_d%27argent,"Médaille, Portail:Récompenses et distinctions/Articles liés, Portail:Société/Articles liés, Portail:Sport/Articles liés, Vocabulaire sportif, Wikipédia:ébauche sport",Transformation des propositions relatives,1.8,1.0
96,Exposition d'art décoratif lorrain de 1894,"Dès la fin de l'exposition, le comité d'organisation décide d'acquérir une partie des œuvres afin de réunir les collections du futur musée de l'école de Nancy, qui n'ouvrira finalement que 70 ans plus tard.","Dès la fin de l'exposition, le comité d'organisation décide d'acquérir une partie des œuvres afin de réunir les collections du futur musée de l'école de Nancy, qui ouvrira 70 ans plus tard.",fr.wikipedia.org/wiki/Exposition_d%27art_d%C3%A9coratif_lorrain_de_1894,"1894 en France, Exposition, Portail:Art nouveau/Articles liés, Portail:École de Nancy/Articles liés, École de Nancy (art)",Propositions positives au lieu de négatives,2.2,2.2
97,Audiologiste,"Par contre, ce test n'élimine pas la possibilité d'une perte auditive légère par exemple, qui pourrait tout de même avoir un impact sur le développement du langage de l'enfant.","Par contre, ce test peut manquer une perte auditive légère, qui pourrait avoir un impact sur le développement du langage de l'enfant.",fr.wikipedia.org/wiki/Audiologiste,"Article de Wikipédia avec notice d'autorité, Article manquant de références/Liste complète, Article manquant de références depuis février 2024, Article utilisant l'infobox Métier, Article utilisant le modèle Dictionnaires inactif, Article utilisant une Infobox, Article à wikifier/Liste complète, Article à wikifier depuis février 2024, Audiologie, Dépistage et diagnostic en otorhinolaryngologie, Médecine du travail, Métier paramédical, Otorhinolaryngologie, Page pointant vers des bases externes, Page pointant vers des bases relatives à la santé, Page utilisant P18, Page utilisant P486, Portail:Société/Articles liés, Portail:Travail et métiers/Articles liés, Portail:Économie/Articles liés, Santé publique, Trouble de l'audition",Propositions positives au lieu de négatives,2.4,2.4
98,Xavier Rousseau,"Malgré son côté sérieux, elle a une brève liaison avec un Américain, Bruce, alors qu'elle est officiellement en couple avec Alistair.","Même si elle est sérieuse, elle a une courte relation avec un Américain, Bruce, alors qu'elle est officiellement en couple avec Alistair.",fr.wikipedia.org/wiki/Trilogie_de_C%C3%A9dric_Klapisch,"Article avec une section vide ou incomplète, Article utilisant une Infobox, Film réalisé par Cédric Klapisch, Page utilisant un sommaire limité, Portail:Cinéma/Articles liés, Portail:Cinéma français/Articles liés, Portail:Europe/Articles liés, Portail:France/Articles liés, Série de films français, Trilogie",Substitution de mots complexes,3.6666666666666665,3.0
99,Olympiahalle,"La scène a également été reconstruite, ce qui a contribué à l’augmentation de la capacité d’accueil et a permis un accès plus rapide pour les équipes de scène.",La reconstruction de la scène a contribué à l’augmentation de la capacité d’accueil et a permis un accès plus rapide pour les équipes de scène.,fr.wikipedia.org/wiki/Olympiahalle,"Article géolocalisé en Allemagne, Article utilisant l'infobox Monument, Article utilisant une Infobox, Catégorie Commons avec lien local identique sur Wikidata, Page avec des cartes, Page géolocalisée par Wikidata, Page utilisant P137, Page utilisant P1435, Page utilisant P1619, Page utilisant P18, Page utilisant P31, Page utilisant P466, Page utilisant P706, Page utilisant P84, Page utilisant P856, Page utilisant des données de Wikidata à traduire de l'anglais, Page utilisant une adresse fournie par Wikidata, Patinoire de hockey en Bavière, Portail:Allemagne/Articles liés, Portail:Architecture et urbanisme/Articles liés, Portail:Arts/Articles liés, Portail:Arts du spectacle/Articles liés, Portail:Bavière/Articles liés, Portail:Europe/Articles liés, Portail:Jeux olympiques/Articles liés, Portail:Munich/Articles liés, Portail:Sport/Articles liés, Salle de basket-ball en Allemagne, Salle de concert en Allemagne, Salle de handball en Allemagne, Site des Jeux olympiques d'été de 1972, Stade multifonction en Allemagne, Stade olympique, Vélodrome en Allemagne, Wikipédia:ébauche Jeux olympiques, Wikipédia:ébauche sport, Équipement sportif achevé en 1972, Équipement sportif à Munich",Formes actives au lieu de passives,3.0,1.6
100,Botnet,"La phase d'infection est bien évidemment toujours la première, mais l'enchaînement de ces phases n'est pas toujours linéaire, et dépend de la conception du botnet.","La phase d'infection est bien évidemment toujours la première, et l'enchaînement de ces phases peut varier en fonction de la conception du botnet.",fr.wikipedia.org/wiki/Botnet,"Article contenant un appel à traduction en anglais, Article contenant un lien mort, Automation, Cybercriminalité, IRC, Portail:Informatique/Articles liés, Portail:Sciences/Articles liés, Portail:Sécurité de l'information/Articles liés, Portail:Sécurité informatique/Articles liés, Portail:Technologies/Articles liés, Sécurité du réseau informatique, Sécurité informatique",Propositions positives au lieu de négatives,2.8,2.2
101,Edith Bamford,Bamford est une biologiste britannique du début du XXe siècle qui a publié de nombreux articles sur les cnidaires et qui est à l'origine de la découverte de nombreuses nouvelles espèces.,"Bamford est une biologiste britannique du début du XXe siècle, auteure de nombreux articles sur les cnidaires et découvreuse de nombreuses nouvelles espèces.",fr.wikipedia.org/wiki/Edith_Bamford,"Article utilisant l'infobox Biographie2, Article utilisant l'infobox Biographie2 avec la charte biologie, Article utilisant une Infobox, Article à illustrer Biographie, Biologiste britannique, Page utilisant P106, Page utilisant P108, Portail:Biographie/Articles liés/Sciences, Portail:Biologie/Articles liés, Portail:Europe/Articles liés, Portail:Royaume-Uni/Articles liés, Portail:Sciences/Articles liés, Portail:Zoologie/Articles liés, Projet:Biologie/Pages liées, Wikipédia:Article biographique, Wikipédia:ébauche biologie",Transformation des propositions relatives,5.333333333333333,4.333333333333333
102,Énergie électrique du Sud-Ouest,"La Société d’éclairage électrique de Bordeaux, qui avait la plus grosse concession d’éclairage et devint le principal client du barrage, a tiré les conséquences de cette nouvelle opportunité.","La Société d’éclairage électrique de Bordeaux, avec la plus grosse concession d’éclairage et principal client du barrage, a tiré parti de cette opportunité.",fr.wikipedia.org/wiki/%C3%89nergie_%C3%A9lectrique_du_Sud-Ouest,"Article utilisant l'infobox Organisation, Article utilisant une Infobox, Article à illustrer Organisation, Compagnie d'électricité ayant son siège en France, Page géolocalisable sans coordonnées paramétrées, Page utilisant P17, Page utilisant P31, Page utilisant P452, Portail:Entreprises/Articles liés, Portail:Europe/Articles liés, Portail:France/Articles liés, Portail:Industrie/Articles liés, Portail:Nouvelle-Aquitaine/Articles liés, Portail:Technologies/Articles liés, Portail:Économie/Articles liés, Portail:Énergie/Articles liés, Wikipédia:ébauche électricité, Énergie en Nouvelle-Aquitaine",Transformation des propositions relatives,2.4,1.4
103,Cinémathèque de Grenoble,"La cinémathèque de Grenoble organise, dans sa petite salle de projection, tous les jeudis et vendredis, des « petites formes », pour prolonger au cours de l'année la mise en lumière du court métrage.",La cinémathèque de Grenoble organise tous les jeudis et vendredis des « petites formes » pour mettre en lumière le court métrage.,fr.wikipedia.org/wiki/Cin%C3%A9math%C3%A8que_de_Grenoble,"Article contenant un lien mort, Article géolocalisé en France, Article utilisant l'infobox Organisation, Article utilisant le modèle Dictionnaires inactif, Article utilisant une Infobox, Association fondée en 1962, Association ou organisme culturel en France, Association ou organisme lié au cinéma, Cinéma français, Cinémathèque en France, Musée du cinéma, Page avec coordonnées similaires sur Wikidata, Page avec des cartes, Page pointant vers des bases externes, Page pointant vers des bases relatives aux organisations, Page utilisant P112, Page utilisant P17, Page utilisant P3215, Page utilisant P856, Page utilisant le modèle Autorité inactif, Portail:Auvergne-Rhône-Alpes/Articles liés, Portail:Cinéma/Articles liés, Portail:Europe/Articles liés, Portail:France/Articles liés, Portail:Grenoble/Articles liés, Portail:Grenoble Métropole/Articles liés, Portail:Isère/Articles liés, Salle de spectacle à Grenoble, Secteur 2 de Grenoble, Wikipédia:ébauche cinéma",Élimination des informations non essentielles,2.8,1.6
104,PowerBop,"Cet ordinateur, baptisé « PowerBop », ne sera construit qu'à quelques centaines d'exemplaires et ne rencontrera aucun succès commercial et sera abandonné rapidement fin 1994.","Cet ordinateur, baptisé « PowerBop », sera construit à quelques centaines d'exemplaires seulement, sans rencontrer de succès commercial et sera abandonné rapidement fin 1994.",fr.wikipedia.org/wiki/PowerBop,"Article avec une section vide ou incomplète, Macintosh, Portail:Informatique/Articles liés, Portail:Sciences/Articles liés, Portail:Technologies/Articles liés, Réseau sans fil, Wikipédia:ébauche informatique",Propositions positives au lieu de négatives,3.0,2.0
105,Humidité relative,"L’air refroidi, et débarrassé d’une partie de son humidité, traverse alors la seconde partie du système qui le réchauffe jusqu’à atteindre une température généralement un peu plus élevée qu'à l’entrée.",L’air refroidi et débarrassé d’une partie de son humidité traverse la seconde partie du système qui le réchauffe à une température un peu plus élevée qu'à l’entrée.,fr.wikipedia.org/wiki/Humidit%C3%A9_relative,"Données et variables météorologiques, Gaz, Humidité, Portail:Météorologie/Articles liés, Portail:Physique/Articles liés, Portail:Sciences/Articles liés, Portail:Sciences de la Terre et de l'Univers/Articles liés, Thermodynamique",Élimination des informations non essentielles,3.6,2.4
